start_year,season_days_injured,season_minutes_played,height_cm,weight_kg,position,age,bmi,work_rate_numeric,position_numeric,significant_injury_prev_season,season_days_injured_prev_season,isForward,isMidfielder,isDefender
2018,27,1853,180.3333333,78,Defender,29,23.9851579,4,1,0,18,0,0,1
2019,208,1615,180.3333333,78,Defender,30,23.9851579,4,1,0,27,0,0,1
2020,24,3230,180.3333333,78,Defender,31,23.9851579,4,1,1,208,0,0,1
2016,161,190,185,77,Defender,22,22.49817385,3,1,0,0,0,0,1
2016,118,2264,183,75,Midfielder,25,22.39541342,3,3,0,0,0,1,0
2017,36,2197,183,75,Midfielder,26,22.39541342,3,3,0,118,0,1,0
2020,21,1937,183,75,Midfielder,29,22.39541342,3,3,0,36,0,1,0
2017,75,2932,172.5,73.33333333,Midfielder,28,24.64468249,3.5,3,0,0,0,1,0
2018,17,3050,172.5,73.33333333,Midfielder,29,24.64468249,3.5,3,0,75,0,1,0
2019,155,1383,172.5,73.33333333,Midfielder,30,24.64468249,3.5,3,0,17,0,1,0
2020,59,1422,172.5,73.33333333,Midfielder,31,24.64468249,3.5,3,1,155,0,1,0
2016,200,394,183,70,Defender,21,20.90238586,3,1,0,0,0,0,1
2017,27,172,183,70,Defender,22,20.90238586,3,1,1,200,0,0,1
2018,13,1257,183,70,Defender,23,20.90238586,3,1,0,27,0,0,1
2019,61,2458,183,70,Defender,24,20.90238586,3,1,0,13,0,0,1
2020,1,3590,183,70,Defender,25,20.90238586,3,1,0,61,0,0,1
2017,412,1040,180,81.66666667,Midfielder,26,25.20576132,3,3,0,0,0,1,0
2019,16,3420,177.3333333,70.33333333,Defender,19,22.36559444,3.5,1,0,0,0,0,1
2018,14,2372,185,77.33333333,Defender,29,22.59556854,3.5,1,0,0,0,0,1
2020,11,576,175,74,Defender,23,24.16326531,3,1,0,0,0,0,1
2018,26,1508,173,68,Midfielder,23,22.72043837,3.5,3,0,0,0,1,0
2019,11,709,173,68,Midfielder,24,22.72043837,3.5,3,0,26,0,1,0
2017,37,2171,189,78.16666667,Defender,29,21.88255275,3.5,1,0,0,0,0,1
2018,45,1595,189,78.16666667,Defender,30,21.88255275,3.5,1,0,37,0,0,1
2020,6,1244,191,86,Forward,29,23.57391519,2.5,2,0,0,1,0,0
2020,404,0,185,73.33333333,Midfielder,21,21.42683224,3,3,0,0,0,1,0
2017,122,114,188,74,Midfielder,36,20.9370756,2.5,3,0,0,0,1,0
2016,148,1829,188,76,Defender,33,21.50294251,3.5,1,0,0,0,0,1
2017,215,39,192,91,Defender,27,24.68532986,3.5,1,0,0,0,0,1
2017,8,2700,190,82,Defender,24,22.71468144,3.5,1,0,0,0,0,1
2018,28,3136,190,82,Defender,25,22.71468144,3.5,1,0,8,0,0,1
2019,3,2711,190,82,Defender,26,22.71468144,3.5,1,0,28,0,0,1
2018,176,155,169,71,Forward,18,24.85907356,3,2,0,0,1,0,0
2019,27,717,169,71,Forward,19,24.85907356,3,2,1,176,1,0,0
2020,304,77,169,71,Forward,20,24.85907356,3,2,0,27,1,0,0
2019,11,0,195,88.33333333,Goalkeeper,23,23.23033092,3,0,0,0,0,0,0
2016,152,2558,178.8,81,Forward,26,25.33669655,4,2,0,0,1,0,0
2017,212,1423,178.8,81,Forward,27,25.33669655,4,2,1,152,1,0,0
2018,5,2229,178.8,81,Forward,28,25.33669655,4,2,1,212,1,0,0
2019,112,1860,178.8,81,Forward,29,25.33669655,4,2,0,5,1,0,0
2020,97,2053,178.8,81,Forward,30,25.33669655,4,2,0,112,1,0,0
2017,14,95,183.5,85.25,Goalkeeper,34,25.31758347,3,0,0,0,0,0,0
2018,30,190,183.5,85.25,Goalkeeper,35,25.31758347,3,0,0,14,0,0,0
2017,56,403,185,83.16666667,Forward,24,24.29997565,2.5,2,0,0,1,0,0
2016,7,734,180.5,72.33333333,Midfielder,24,22.20158941,3.5,3,0,0,0,1,0
2017,20,910,180.5,72.33333333,Midfielder,25,22.20158941,3.5,3,0,7,0,1,0
2018,25,399,180.5,72.33333333,Midfielder,26,22.20158941,3.5,3,0,20,0,1,0
2020,12,1637,180.5,72.33333333,Midfielder,28,22.20158941,3.5,3,0,25,0,1,0
2018,29,845,178,70,Midfielder,24,22.09317005,3.5,3,0,0,0,1,0
2017,18,3016,175,70.83333333,Forward,25,23.1292517,3.5,2,0,0,1,0,0
2018,11,3405,175,70.83333333,Forward,26,23.1292517,3.5,2,0,18,1,0,0
2019,27,3000,175,70.83333333,Forward,27,23.1292517,3.5,2,0,11,1,0,0
2020,108,897,189,83.33333333,Defender,21,23.32894749,3.5,1,0,0,0,0,1
2019,8,946,182,77.25,Forward,19,23.32145876,3.5,2,0,0,1,0,0
2020,35,23,182,77.25,Forward,20,23.32145876,3.5,2,0,8,1,0,0
2020,34,321,180,72.66666667,Midfielder,26,22.42798354,3,3,0,0,0,1,0
2016,4,1145,183.6666667,75,Midfielder,27,22.23312835,3,3,0,0,0,1,0
2017,8,2260,183.6666667,75,Midfielder,28,22.23312835,3,3,0,4,0,1,0
2018,58,886,183.6666667,75,Midfielder,29,22.23312835,3,3,0,8,0,1,0
2019,213,1068,183.6666667,75,Midfielder,30,22.23312835,3,3,0,58,0,1,0
2019,19,715,176.6666667,68.66666667,Midfielder,27,22.000712,3,3,0,0,0,1,0
2019,99,1053,177,65,Midfielder,21,20.74755019,3,3,0,0,0,1,0
2020,49,1314,177,65,Midfielder,22,20.74755019,3,3,0,99,0,1,0
2018,68,2441,187,88.33333333,Midfielder,29,25.2604688,4,3,0,0,0,1,0
2019,78,2575,187,88.33333333,Midfielder,30,25.2604688,4,3,0,68,0,1,0
2016,227,0,179,79.33333333,Midfielder,24,24.75994299,3.5,3,0,0,0,1,0
2019,79,799,187,76.33333333,Midfielder,25,21.82885794,3,3,0,0,0,1,0
2017,164,226,187.6666667,83.5,Midfielder,28,23.70894315,3,3,0,0,0,1,0
2017,220,91,171.3333333,71.83333333,Forward,27,24.47046889,3.5,2,0,0,1,0,0
2016,266,276,167.6666667,69.66666667,Midfielder,24,24.78172713,3,3,0,0,0,1,0
2018,38,2217,167.6666667,69.66666667,Midfielder,26,24.78172713,3,3,1,266,0,1,0
2019,44,311,167.6666667,69.66666667,Midfielder,27,24.78172713,3,3,0,38,0,1,0
2020,6,1542,167.6666667,69.66666667,Midfielder,28,24.78172713,3,3,0,44,0,1,0
2016,291,241,167,62,Midfielder,29,22.23098713,4,3,0,0,0,1,0
2016,24,204,185,76.8,Midfielder,22,22.43973703,3,3,0,0,0,1,0
2017,340,469,185,76.8,Midfielder,23,22.43973703,3,3,0,24,0,1,0
2018,36,301,185,76.8,Midfielder,24,22.43973703,3,3,1,340,0,1,0
2019,19,1001,185,76.8,Midfielder,25,22.43973703,3,3,0,36,0,1,0
2017,257,184,175,67,Defender,26,21.87755102,3.5,1,0,0,0,0,1
2018,30,1323,175,67,Defender,27,21.87755102,3.5,1,1,257,0,0,1
2020,1,1202,175,67,Defender,29,21.87755102,3.5,1,0,30,0,0,1
2019,11,0,188.6666667,74.66666667,Defender,22,20.97666346,3,1,0,0,0,0,1
2019,132,2892,173,71,Midfielder,25,23.72281065,3.5,3,0,0,0,1,0
2020,80,1860,173,71,Midfielder,26,23.72281065,3.5,3,1,132,0,1,0
2019,32,7,171,70,Midfielder,20,23.93898977,3,3,0,0,0,1,0
2020,31,797,171,70,Midfielder,21,23.93898977,3,3,0,32,0,1,0
2019,5,2911,171,69,Forward,23,23.59700421,3.5,2,0,0,1,0,0
2020,7,2629,171,69,Forward,24,23.59700421,3.5,2,0,5,1,0,0
2019,7,240,178,69,Defender,18,21.77755334,3.5,1,0,0,0,0,1
2020,2,260,178,69,Defender,19,21.77755334,3.5,1,0,7,0,0,1
2018,66,138,170,65,Midfielder,26,22.49134948,3.5,3,0,0,0,1,0
2020,21,136,170,65,Midfielder,28,22.49134948,3.5,3,0,66,0,1,0
2016,35,967,175.3333333,75,Defender,27,24.39676734,3.5,1,0,0,0,0,1
2019,24,1106,175.3333333,75,Defender,30,24.39676734,3.5,1,0,35,0,0,1
2018,100,2561,194,84.33333333,Midfielder,30,22.40762391,3.5,3,0,0,0,1,0
2019,52,1663,194,84.33333333,Midfielder,31,22.40762391,3.5,3,0,100,0,1,0
2020,56,3040,196,76,Goalkeeper,28,19.78342357,3,0,0,0,0,0,0
2016,31,2176,179.5,82.16666667,Midfielder,29,25.50156087,3.5,3,0,0,0,1,0
2017,24,205,179.5,82.16666667,Midfielder,30,25.50156087,3.5,3,0,31,0,1,0
2019,55,139,181.4,74.4,Forward,30,22.60988587,3,2,0,0,1,0,0
2020,22,2790,178.8333333,73.5,Defender,24,22.9821363,3.5,1,0,0,0,0,1
2018,108,1213,175,63,Defender,22,20.57142857,3,1,0,0,0,0,1
2019,105,1393,175,63,Defender,23,20.57142857,3,1,0,108,0,0,1
2020,43,1569,175,63,Defender,24,20.57142857,3,1,0,105,0,0,1
2017,12,421,185.6666667,77.33333333,Midfielder,20,22.43359366,3,3,0,0,0,1,0
2020,9,1325,185.6666667,77.33333333,Midfielder,23,22.43359366,3,3,0,12,0,1,0
2016,11,102,190.4,76.4,Forward,20,21.07460631,3.5,2,0,0,1,0,0
2020,160,1419,190.4,76.4,Forward,24,21.07460631,3.5,2,0,11,1,0,0
2019,25,97,176,70,Midfielder,19,22.5981405,3.5,3,0,0,0,1,0
2016,38,1304,192.3333333,89.16666667,Forward,30,24.10423844,3,2,0,0,1,0,0
2017,49,1109,192.3333333,89.16666667,Forward,31,24.10423844,3,2,0,38,1,0,0
2018,20,942,192.3333333,89.16666667,Forward,32,24.10423844,3,2,0,49,1,0,0
2019,70,1029,192.3333333,89.16666667,Forward,33,24.10423844,3,2,0,20,1,0,0
2016,42,646,178.3333333,73.33333333,Defender,25,23.05878243,3.5,1,0,0,0,0,1
2020,205,27,178.25,68.25,Defender,22,21.48046006,3.5,1,0,0,0,0,1
2016,79,16,183.75,74.75,Midfielder,19,22.1389236,3.5,3,0,0,0,1,0
2020,27,838,186,80.33333333,Defender,20,23.22041084,3,1,0,0,0,0,1
2020,4,33,183,78.25,Forward,22,23.36588133,3.5,2,0,0,1,0,0
2016,38,2638,175.6666667,67,Defender,26,21.71181259,3.5,1,0,0,0,0,1
2017,28,2305,175.6666667,67,Defender,27,21.71181259,3.5,1,0,38,0,0,1
2019,50,2636,175.6666667,67,Defender,29,21.71181259,3.5,1,0,28,0,0,1
2020,92,1880,175.6666667,67,Defender,30,21.71181259,3.5,1,0,50,0,0,1
2017,116,1693,183,79.5,Defender,26,23.73913822,3.5,1,0,0,0,0,1
2018,96,2112,183,79.5,Defender,27,23.73913822,3.5,1,0,116,0,0,1
2019,300,1297,183,79.5,Defender,28,23.73913822,3.5,1,0,96,0,0,1
2020,61,1321,183,79.5,Defender,29,23.73913822,3.5,1,1,300,0,0,1
2016,18,2749,190.5,83.33333333,Midfielder,23,22.96300889,3.5,3,0,0,0,1,0
2017,63,2277,190.5,83.33333333,Midfielder,24,22.96300889,3.5,3,0,18,0,1,0
2018,29,3160,190.5,83.33333333,Midfielder,25,22.96300889,3.5,3,0,63,0,1,0
2019,288,1270,190.5,83.33333333,Midfielder,26,22.96300889,3.5,3,0,29,0,1,0
2020,59,2006,190.5,83.33333333,Midfielder,27,22.96300889,3.5,3,1,288,0,1,0
2020,19,112,169.75,65,Forward,26,22.55764672,3.5,2,0,0,1,0,0
2016,380,42,198,90,Defender,32,22.95684114,2.5,1,0,0,0,0,1
2016,30,3268,196,90,Goalkeeper,34,23.42773844,3,0,0,0,0,0,0
2018,28,663,196,90,Goalkeeper,36,23.42773844,3,0,0,30,0,0,0
2016,38,1230,180,76.5,Defender,31,23.61111111,3,1,0,0,0,0,1
2018,77,1757,180,76.5,Defender,33,23.61111111,3,1,0,38,0,0,1
2019,20,1995,180,76.5,Defender,34,23.61111111,3,1,0,77,0,0,1
2020,34,293,180,76.5,Defender,35,23.61111111,3,1,0,20,0,0,1
2017,50,66,170.5,64,Midfielder,17,22.01563454,3,3,0,0,0,1,0
2017,91,774,197,80.6,Midfielder,21,20.76837847,3,3,0,0,0,1,0
2018,89,2299,197,80.6,Midfielder,22,20.76837847,3,3,0,91,0,1,0
2019,25,2653,197,80.6,Midfielder,23,20.76837847,3,3,0,89,0,1,0
2016,29,190,194,88,Defender,27,23.38186842,3,1,0,0,0,0,1
2016,7,2374,181,85.66666667,Midfielder,34,26.14897795,3.5,3,0,0,0,1,0
2017,23,2180,181,85.66666667,Midfielder,35,26.14897795,3.5,3,0,7,0,1,0
2018,157,413,181,85.66666667,Midfielder,36,26.14897795,3.5,3,0,23,0,1,0
2019,1,270,181,85.66666667,Midfielder,37,26.14897795,3.5,3,1,157,0,1,0
2016,104,1670,185,71,Defender,24,20.74506939,3.5,1,0,0,0,0,1
2017,71,2080,185,71,Defender,25,20.74506939,3.5,1,0,104,0,0,1
2018,31,1336,185,71,Defender,26,20.74506939,3.5,1,0,71,0,0,1
2019,477,140,185,71,Defender,27,20.74506939,3.5,1,0,31,0,0,1
2018,15,800,182,67.5,Midfielder,26,20.37797367,2.5,3,0,0,0,1,0
2016,39,1504,187,83.83333333,Defender,31,23.97361473,3,1,0,0,0,0,1
2016,11,2618,170,69,Forward,22,23.87543253,3.5,2,0,0,1,0,0
2017,35,2713,170,69,Forward,23,23.87543253,3.5,2,0,11,1,0,0
2018,12,2904,170,69,Forward,24,23.87543253,3.5,2,0,35,1,0,0
2019,22,2769,170,69,Forward,25,23.87543253,3.5,2,0,12,1,0,0
2020,10,2677,170,69,Forward,26,23.87543253,3.5,2,0,22,1,0,0
2018,53,422,181,72,Midfielder,27,21.97735112,3,3,0,0,0,1,0
2018,63,95,183,74.66666667,Midfielder,21,22.29587825,4,3,0,0,0,1,0
2016,110,1651,186,79,Defender,25,22.83500983,3,1,0,0,0,0,1
2017,202,134,186,79,Defender,26,22.83500983,3,1,0,110,0,0,1
2019,140,1608,168.8333333,71,Defender,26,24.90817789,3,1,0,0,0,0,1
2019,140,1608,168.8333333,71,Defender,26,24.90817789,3,1,1,140,0,0,1
2019,140,1608,181,82,Defender,20,25.029761,3,1,1,140,0,0,1
2019,140,1608,181,82,Defender,20,25.029761,3,1,1,140,0,0,1
2020,39,2527,168.8333333,71,Defender,27,24.90817789,3,1,1,140,0,0,1
2020,39,2527,168.8333333,71,Defender,27,24.90817789,3,1,0,39,0,0,1
2020,39,2527,181,82,Defender,21,25.029761,3,1,0,39,0,0,1
2020,39,2527,181,82,Defender,21,25.029761,3,1,0,39,0,0,1
2016,66,0,191,76.6,Defender,18,20.99723144,3,1,0,0,0,0,1
2017,80,9,191,76.6,Defender,19,20.99723144,3,1,0,66,0,0,1
2019,95,679,176.25,71.5,Forward,20,23.01695086,3.5,2,0,0,1,0,0
2020,64,80,176.25,71.5,Forward,21,23.01695086,3.5,2,0,95,1,0,0
2019,45,0,178.6666667,75,Forward,19,23.49493206,3.5,2,0,0,1,0,0
2020,6,1208,178.6666667,75,Forward,20,23.49493206,3.5,2,0,45,1,0,0
2020,9,700,186.5,74,Defender,32,21.2752194,3,1,0,0,0,0,1
2020,9,700,186.5,74,Defender,32,21.2752194,3,1,0,9,0,0,1
2017,329,1344,177,73,Midfielder,25,23.30109483,3.5,3,0,0,0,1,0
2018,48,779,177,73,Midfielder,26,23.30109483,3.5,3,1,329,0,1,0
2019,64,500,177,73,Midfielder,27,23.30109483,3.5,3,0,48,0,1,0
2020,51,1101,177,73,Midfielder,28,23.30109483,3.5,3,0,64,0,1,0
2016,168,1096,182.3333333,77.16666667,Midfielder,25,23.2112002,4,3,0,0,0,1,0
2017,57,1722,182.3333333,77.16666667,Midfielder,26,23.2112002,4,3,1,168,0,1,0
2018,34,2942,182.3333333,77.16666667,Midfielder,27,23.2112002,4,3,0,57,0,1,0
2019,32,1730,182.3333333,77.16666667,Midfielder,28,23.2112002,4,3,0,34,0,1,0
2016,27,2680,182,80.33333333,Midfielder,29,24.25230447,3.5,3,0,0,0,1,0
2018,10,2339,182,80.33333333,Midfielder,31,24.25230447,3.5,3,0,27,0,1,0
2019,55,1582,182,80.33333333,Midfielder,32,24.25230447,3.5,3,0,10,0,1,0
2020,1,564,182,80.33333333,Midfielder,33,24.25230447,3.5,3,0,55,0,1,0
2018,269,852,187.6,76.2,Defender,23,21.6515655,3,1,0,0,0,0,1
2019,51,616,187.6,76.2,Defender,24,21.6515655,3,1,1,269,0,0,1
2020,14,2703,187.6,76.2,Defender,25,21.6515655,3,1,0,51,0,0,1
2020,94,1203,191.25,84,Defender,24,22.96552608,3,1,0,0,0,0,1
2017,24,3024,190.1666667,94,Forward,24,25.99315913,3,2,0,0,1,0,0
2018,58,2270,190.1666667,94,Forward,25,25.99315913,3,2,0,24,1,0,0
2017,190,131,187.8333333,79.66666667,Midfielder,24,22.58038357,3,3,0,0,0,1,0
2018,8,1326,187.8333333,79.66666667,Midfielder,25,22.58038357,3,3,1,190,0,1,0
2019,57,1164,187.8333333,79.66666667,Midfielder,26,22.58038357,3,3,0,8,0,1,0
2020,59,1653,187.8333333,79.66666667,Midfielder,27,22.58038357,3,3,0,57,0,1,0
2018,37,1290,185,83.4,Midfielder,32,24.36815194,2.5,3,0,0,0,1,0
2019,43,991,188,78,Defender,29,22.06880942,2.5,1,0,0,0,0,1
2016,46,2643,179,84.16666667,Defender,27,26.26842691,3.5,1,0,0,0,0,1
2017,17,3300,179,84.16666667,Defender,28,26.26842691,3.5,1,0,46,0,0,1
2018,82,2280,179,84.16666667,Defender,29,26.26842691,3.5,1,0,17,0,0,1
2019,26,2977,179,84.16666667,Defender,30,26.26842691,3.5,1,0,82,0,0,1
2020,20,2739,179,84.16666667,Defender,31,26.26842691,3.5,1,0,26,0,0,1
2018,28,3317,163,64,Midfielder,24,24.08822312,3.5,3,0,0,0,1,0
2019,20,2193,163,64,Midfielder,25,24.08822312,3.5,3,0,28,0,1,0
2020,63,1034,163,64,Midfielder,26,24.08822312,3.5,3,0,20,0,1,0
2018,86,1149,177.8,72.8,Defender,26,23.02861749,3.5,1,0,0,0,0,1
2019,148,2362,177.8,72.8,Defender,27,23.02861749,3.5,1,0,86,0,0,1
2020,66,612,177.8,72.8,Defender,28,23.02861749,3.5,1,1,148,0,0,1
2016,387,973,175,68,Midfielder,25,22.20408163,3.5,3,0,0,0,1,0
2018,12,2434,178,70.5,Midfielder,18,22.25097841,3.5,3,0,0,0,1,0
2019,134,361,178,70.5,Midfielder,19,22.25097841,3.5,3,0,12,0,1,0
2016,18,3325,191,76,Defender,29,20.83276226,3.5,1,0,0,0,0,1
2017,46,2502,191,76,Defender,30,20.83276226,3.5,1,0,18,0,0,1
2016,100,1006,180,82.33333333,Forward,23,25.41152263,3,2,0,0,1,0,0
2017,107,40,170,67,Forward,28,23.183391,3.5,2,0,0,1,0,0
2016,99,1328,181.5,72,Defender,23,21.85643057,3.5,1,0,0,0,0,1
2017,236,264,181.5,72,Defender,24,21.85643057,3.5,1,0,99,0,0,1
2019,670,1368,181.5,72,Defender,26,21.85643057,3.5,1,1,236,0,0,1
2020,85,74,182.4,68.2,Midfielder,22,20.49909588,3,3,0,0,0,1,0
2016,89,20,175,75,Midfielder,29,24.48979592,3.5,3,0,0,0,1,0
2018,101,255,175,75,Midfielder,31,24.48979592,3.5,3,0,89,0,1,0
2020,26,3515,193.3333333,85.33333333,Goalkeeper,27,22.82996433,3,0,0,0,0,0,0
2020,106,1185,193,92.16666667,Midfielder,22,24.74339356,3.5,3,0,0,0,1,0
2017,87,1395,178.5,75,Midfielder,29,23.5388273,4,3,0,0,0,1,0
2020,67,95,189.6666667,86.66666667,Goalkeeper,35,24.09184553,3,0,0,0,0,0,0
2017,349,1515,189,78.16666667,Defender,30,21.88255275,2.5,1,0,0,0,0,1
2018,26,709,189,78.16666667,Defender,31,21.88255275,2.5,1,1,349,0,0,1
2019,51,1340,189,78.16666667,Defender,32,21.88255275,2.5,1,0,26,0,0,1
2020,12,1425,189,78.16666667,Defender,33,21.88255275,2.5,1,0,51,0,0,1
2018,52,934,193,88,Midfielder,22,23.6247953,4,3,0,0,0,1,0
2019,80,1872,193,88,Midfielder,23,23.6247953,4,3,0,52,0,1,0
2020,17,2257,193,88,Midfielder,24,23.6247953,4,3,0,80,0,1,0
2017,10,2257,183,85.16666667,Defender,24,25.43123613,3.5,1,0,0,0,0,1
2018,75,1980,183,85.16666667,Defender,25,25.43123613,3.5,1,0,10,0,0,1
2019,170,1804,183,85.16666667,Defender,26,25.43123613,3.5,1,0,75,0,0,1
2020,12,95,183,85.16666667,Defender,27,25.43123613,3.5,1,1,170,0,0,1
2018,120,722,180.25,65,Midfielder,21,20.00611726,3.5,3,0,0,0,1,0
2019,27,1486,180.25,65,Midfielder,22,20.00611726,3.5,3,1,120,0,1,0
2020,24,1507,180.25,65,Midfielder,23,20.00611726,3.5,3,0,27,0,1,0
2018,39,3205,194,84,Defender,27,22.31905622,3.5,1,0,0,0,0,1
2016,105,1598,178,70,Midfielder,31,22.09317005,3,3,0,0,0,1,0
2018,114,593,175.6666667,75.66666667,Defender,26,24.52030577,4,1,0,0,0,0,1
2019,22,2896,175.6666667,75.66666667,Defender,27,24.52030577,4,1,0,114,0,0,1
2020,40,1683,175.6666667,75.66666667,Defender,28,24.52030577,4,1,0,22,0,0,1
2017,165,95,192,86.66666667,Goalkeeper,30,23.50983796,3,0,0,0,0,0,0
2017,165,95,173.4,70,Goalkeeper,29,23.28090474,3,0,1,165,0,0,0
2018,12,0,192,86.66666667,Goalkeeper,31,23.50983796,3,0,1,165,0,0,0
2018,12,0,173.4,70,Goalkeeper,30,23.28090474,3,0,0,12,0,0,0
2019,35,1322,193,76,Defender,27,20.4032323,3.5,1,0,0,0,0,1
2016,77,1374,178.6666667,73.66666667,Forward,29,23.07724438,4,2,0,0,1,0,0
2018,95,1345,178.6666667,73.66666667,Forward,31,23.07724438,4,2,0,77,1,0,0
2019,17,1461,178.6666667,73.66666667,Forward,32,23.07724438,4,2,0,95,1,0,0
2016,35,314,170,69,Forward,33,23.87543253,3.5,2,0,0,1,0,0
2017,99,1388,173.5,75,Forward,31,24.9150811,4,2,0,0,1,0,0
2016,86,2400,184,82.16666667,Defender,24,24.26945495,3.5,1,0,0,0,0,1
2017,60,2399,184,82.16666667,Defender,25,24.26945495,3.5,1,0,86,0,0,1
2018,30,2740,184,82.16666667,Defender,26,24.26945495,3.5,1,0,60,0,0,1
2019,18,1275,184,82.16666667,Defender,27,24.26945495,3.5,1,0,30,0,0,1
2020,102,57,184,82.16666667,Defender,28,24.26945495,3.5,1,0,18,0,0,1
2016,25,480,186,83.33333333,Forward,25,24.08756311,4,2,0,0,1,0,0
2016,26,3108,187,89.6,Defender,31,25.62269439,3.5,1,0,0,0,0,1
2017,28,2902,187,89.6,Defender,32,25.62269439,3.5,1,0,26,0,0,1
2018,269,1355,187,89.6,Defender,33,25.62269439,3.5,1,0,28,0,0,1
2019,130,1093,187,89.6,Defender,34,25.62269439,3.5,1,1,269,0,0,1
2018,30,0,193,87,Goalkeeper,30,23.35633171,3,0,0,0,0,0,0
2019,39,190,191,83,Goalkeeper,29,22.75156931,3,0,0,0,0,0,0
2016,49,1171,171.6666667,62.33333333,Midfielder,23,21.1518522,3,3,0,0,0,1,0
2019,77,824,171.6666667,62.33333333,Midfielder,26,21.1518522,3,3,0,49,0,1,0
2016,34,1188,176.5,75,Midfielder,27,24.07530756,3,3,0,0,0,1,0
2018,49,2319,186,84.83333333,Defender,30,24.52113925,3.5,1,0,0,0,0,1
2019,16,1787,186,84.83333333,Defender,31,24.52113925,3.5,1,0,49,0,0,1
2017,4,1986,180,77.16666667,Midfielder,23,23.81687243,4,3,0,0,0,1,0
2018,15,2579,180,77.16666667,Midfielder,24,23.81687243,4,3,0,4,0,1,0
2019,61,1203,180,77.16666667,Midfielder,25,23.81687243,4,3,0,15,0,1,0
2020,171,1760,180,77.16666667,Midfielder,26,23.81687243,4,3,0,61,0,1,0
2020,52,0,182,77,Midfielder,29,23.24598478,4,3,0,0,0,1,0
2016,105,1028,186,88.66666667,Forward,27,25.62916715,4,2,0,0,1,0,0
2017,25,500,186,88.66666667,Forward,28,25.62916715,4,2,0,105,1,0,0
2018,29,32,186,88.66666667,Forward,29,25.62916715,4,2,0,25,1,0,0
2018,31,980,181.5,75.75,Defender,34,22.99478633,4,1,0,0,0,0,1
2017,67,148,173,66.33333333,Midfielder,31,22.16356488,3,3,0,0,0,1,0
2017,60,2592,185,81,Midfielder,32,23.66691015,4,3,0,0,0,1,0
2018,114,235,185,81,Midfielder,33,23.66691015,4,3,0,60,0,1,0
2018,61,2937,185,82.16666667,Defender,27,24.00779158,3.5,1,0,0,0,0,1
2019,132,2624,185,82.16666667,Defender,28,24.00779158,3.5,1,0,61,0,0,1
2016,153,855,185,81.66666667,Goalkeeper,31,23.86169954,3,0,0,0,0,0,0
2019,180,1268,180,68.33333333,Midfielder,21,21.09053498,3,3,0,0,0,1,0
2019,125,749,177,76,Forward,22,24.25867407,3,2,0,0,1,0,0
2020,27,1263,177,76,Forward,23,24.25867407,3,2,1,125,1,0,0
2017,89,1606,173,70.66666667,Midfielder,32,23.61143595,4,3,0,0,0,1,0
2016,32,1103,175,72,Midfielder,28,23.51020408,3,3,0,0,0,1,0
2017,159,2073,175,72,Midfielder,29,23.51020408,3,3,0,32,0,1,0
2018,129,462,175,72,Midfielder,30,23.51020408,3,3,1,159,0,1,0
2016,77,869,170,66,Midfielder,34,22.83737024,3.5,3,0,0,0,1,0
2017,300,0,178,80,Midfielder,35,25.2493372,3,3,0,0,0,1,0
2018,36,1516,183,75,Midfielder,26,22.39541342,4,3,0,0,0,1,0
2019,58,1814,183,75,Midfielder,27,22.39541342,4,3,0,36,0,1,0
2020,25,2887,183,75,Midfielder,28,22.39541342,4,3,0,58,0,1,0
2018,33,0,180.6666667,70,Midfielder,23,21.44578641,3,3,0,0,0,1,0
2019,18,282,173.8333333,67,Forward,24,22.17219485,3.5,2,0,0,1,0,0
2019,126,2311,193.6,82.2,Forward,22,21.93113517,3,2,0,0,1,0,0
2020,43,1118,193.6,82.2,Forward,23,21.93113517,3,2,1,126,1,0,0
2020,288,925,167,58,Defender,20,20.79672989,3,1,0,0,0,0,1
2019,20,3019,180,79.16666667,Forward,29,24.43415638,3.5,2,0,0,1,0,0
2018,57,2852,187.8333333,70,Defender,24,19.84050439,3.5,1,0,0,0,0,1
2020,366,95,187.8333333,70,Defender,26,19.84050439,3.5,1,0,57,0,0,1
2016,47,2000,176,68,Forward,27,21.95247934,3,2,0,0,1,0,0
2018,13,2230,176,68,Forward,29,21.95247934,3,2,0,47,1,0,0
2019,95,1341,176,68,Forward,30,21.95247934,3,2,0,13,1,0,0
2020,67,1691,176,68,Forward,31,21.95247934,3,2,0,95,1,0,0
2016,7,3420,199,93.5,Goalkeeper,24,23.61051489,3,0,0,0,0,0,0
2017,32,3325,199,93.5,Goalkeeper,25,23.61051489,3,0,0,7,0,0,0
2020,81,1661,185,75.33333333,Midfielder,27,22.01120039,3.5,3,0,0,0,1,0
2019,38,3420,189.6666667,76.66666667,Goalkeeper,31,21.3120172,3,0,0,0,0,0,0
2019,209,615,193,87,Defender,31,23.35633171,3,1,0,0,0,0,1
2020,134,2471,182.5,76.33333333,Defender,25,22.91862138,4,1,0,0,0,0,1
2020,7,2728,180.1666667,75.16666667,Forward,24,23.15668587,3.5,2,0,0,1,0,0
2018,51,2154,185.8333333,76.33333333,Defender,31,22.10380261,3,1,0,0,0,0,1
2016,45,2739,186.1666667,81.66666667,Defender,27,23.56356432,3,1,0,0,0,0,1
2017,129,1247,186.1666667,81.66666667,Defender,28,23.56356432,3,1,0,45,0,0,1
